descricao;endereco;area;quartos;wc;vagas;valor;condominio;wlink
Apartamento para venda com 100 metros quadrados com 3 quartos em Cabo Branco - João Pessoa - Paraíba;Rua Antônio Carlos Araújo, 100;['100'];[3];[2];[2];550000;500;https://www.vivareal.com.br/imovel/apartamento-3-quartos-cabo-branco-bairros-joao-pessoa-com-garagem-140m2-venda-RS550000-id-2534667483/
Apartamento com 60 metros 2 quartos com área de lazer Nascente sul;Avenida Nabuco de Assis, 4;[];[2];[2];[1];290000;150;https://www.vivareal.com.br/imovel/apartamento-2-quartos-expedicionarios-bairros-joao-pessoa-com-garagem-60m2-venda-RS290000-id-2582347945/
Apartamento com 3 quartos à venda, 111 m² por R$ 275.000 - Manaíra - João Pessoa/PB;Rua Maria Eunice Guimarães Fernandes, 151;['129'];[3];[3];[1];275000;673;https://www.vivareal.com.br/imovel/apartamento-3-quartos-manaira-bairros-joao-pessoa-com-garagem-111m2-venda-RS275000-id-2584221991/
Apartamento para venda com 194 metros quadrados com 4 quartos em Tambaú - João Pessoa - PB;Avenida Nego;['194'];[4];[3];[2];800000;1240;https://www.vivareal.com.br/imovel/apartamento-4-quartos-tambau-bairros-joao-pessoa-com-garagem-194m2-venda-RS800000-id-2580335573/
MELHOR RESIDENCIAL DE JAGUARIBE!! APARTAMENTO COM 2 QUARTOS! PRÉDIO COM ELEVADOR E ÁREA DE LAZER;Rua Joaquim Hardman;['58'];[2];[2];[1];220000;0;https://www.vivareal.com.br/imovel/apartamento-2-quartos-jaguaribe-bairros-joao-pessoa-com-garagem-58m2-venda-RS220000-id-2563512760/
Apartamento térreo, com área privativa e projetados, 3 quartos à venda, 81 m² por R$ 175.000 - José;Rua Mauro Moura Machado, 239;['94'];[3];[2];[1];175000;70;https://www.vivareal.com.br/imovel/apartamento-3-quartos-jose-americo-de-almeida-bairros-joao-pessoa-com-garagem-81m2-venda-RS175000-id-2573125100/
Apartamento com 4 dormitórios à venda, 159 m² por R$ 1.100.000,00 - Cabo Branco - João Pessoa/PB;Avenida Cabo Branco, 2626;['159'];[4];[1];[2];1100000;984;https://www.vivareal.com.br/imovel/apartamento-4-quartos-cabo-branco-bairros-joao-pessoa-com-garagem-159m2-venda-RS1100000-id-2570557225/
Apartamento para venda tem 71 metros quadrados com 3 quartos;Rua Nurisman de Andrade Carneiro;['80'];[3];[2];[1];240000;0;https://www.vivareal.com.br/imovel/apartamento-3-quartos-jardim-cidade-universitaria-bairros-joao-pessoa-com-garagem-71m2-venda-RS240000-id-2584066590/
Apartamento à venda, 3 quartos, 1 suíte, 2 vagas, Manaíra - João Pessoa/PB;Avenida Pombal;['113'];[3];[3];[2];580000;735;https://www.vivareal.com.br/imovel/apartamento-3-quartos-manaira-bairros-joao-pessoa-com-garagem-113m2-venda-RS580000-id-2582446572/
Apartamento térreo com área privativa, 126 m² 03 quartos em Bancários - João Pessoa - PB;Rua Bancário Antônio Jacinto de Souza, 0;['126'];[3];[2];[8];349900;100;https://www.vivareal.com.br/imovel/apartamento-3-quartos-bancarios-bairros-joao-pessoa-com-garagem-126m2-venda-RS349900-id-2578089864/
Apartamento com 2 dormitórios à venda, 52 m² por R$ 179.900,00 - Água Fria - João Pessoa/PB;Rua Isaura Silveira Lira, 254;['52'];[2];[2];[1];179900;348;https://www.vivareal.com.br/imovel/apartamento-2-quartos-agua-fria-bairros-joao-pessoa-com-garagem-52m2-venda-RS179900-id-2576851361/
Aptº 125m c/ 03 quartos/02 suítes + DCE, com móveis projetados;Rua João Murilo Leite;[];[4];[1];[2];650000;800;https://www.vivareal.com.br/imovel/apartamento-4-quartos-jardim-oceania-bairros-joao-pessoa-com-garagem-125m2-venda-RS650000-id-2563493587/
Apartamento para venda tem 150m², 3 quartos em Cabo Branco, João Pessoa - PB;Avenida Cabo Branco, 3700;[];[3];[5];[3];1880000;0;https://www.vivareal.com.br/imovel/apartamento-3-quartos-cabo-branco-bairros-joao-pessoa-com-garagem-150m2-venda-RS1880000-id-2579845207/
Apartamento para venda tem 41 metros quadrados com 1 quarto em Tambaú - João Pessoa - Paraíba;-;[];[1];[1];[1];280000;0;https://www.vivareal.com.br/imovel/apartamento-1-quartos-tambau-bairros-joao-pessoa-com-garagem-41m2-venda-RS280000-id-2580015607/
Apartamento com 2 dormitórios à venda, 77 m² por R$ 417.609,00 - Manaíra - João Pessoa/PB;Avenida Pombal, 696;['77'];[2];[1];[1];577575;0;https://www.vivareal.com.br/imovel/apartamento-2-quartos-manaira-bairros-joao-pessoa-com-garagem-77m2-venda-RS577575-id-2574172650/
ZERP DE ENTRADA;Rua Etelvina Alves de Oliveira, 387;[];[2];[1];[1];140000;0;https://www.vivareal.com.br/imovel/apartamento-2-quartos-jose-americo-de-almeida-bairros-joao-pessoa-com-garagem-48m2-venda-RS140000-id-2581680948/
Apartamento para venda possui 79mtos 03 quartos, área de lazer, Bancarios.;Rua Comerciante Aristides Costa;['79'];[3];[2];[1];489900;450;https://www.vivareal.com.br/imovel/apartamento-3-quartos-jardim-cidade-universitaria-bairros-joao-pessoa-com-garagem-79m2-venda-RS489900-id-2548082655/
Apartamento com 3 dormitórios à venda, 82 m² por R$ 510.184,00 - Manaíra - João Pessoa/PB;Avenida Pombal, 696;['82'];[3];[1];[2];643110;0;https://www.vivareal.com.br/imovel/apartamento-3-quartos-manaira-bairros-joao-pessoa-com-garagem-82m2-venda-RS643110-id-2576341135/
Lindo apartamento todo projetado próximo ao retão de Manaíra;-;['58'];[2];[1];[1];550000;450;https://www.vivareal.com.br/imovel/apartamento-2-quartos-manaira-bairros-joao-pessoa-com-garagem-58m2-venda-RS550000-id-2565564193/
Apartamento Para Venda Com 174 m² Colado ao Parque Parahyba;-;[];[4];[5];[2];600000;0;https://www.vivareal.com.br/imovel/apartamento-4-quartos-jardim-oceania-bairros-joao-pessoa-com-garagem-174m2-venda-RS600000-id-2577460371/
Apartamento Nascente Sul com 116m² em Tambauzinho;-;[];[3];[3];[2];449000;536;https://www.vivareal.com.br/imovel/apartamento-3-quartos-tambauzinho-bairros-joao-pessoa-com-garagem-116m2-venda-RS449000-id-2566732816/
Vendo apartamento de 2 quartos, com área privativa, a 500 metros da Praça do Caju;Avenida Marechal Hermes da Fonseca, ;['66'];[2];[2];[1];215000;-;https://www.vivareal.com.br/imovel/apartamento-2-quartos-bessa-bairros-joao-pessoa-com-garagem-13m2-venda-RS215000-id-2582306361/
Apartamento com uma magnífica vista do nascente!;Avenida Espírito Santo;[];[3];[3];[2];530000;635;https://www.vivareal.com.br/imovel/apartamento-3-quartos-estados-bairros-joao-pessoa-com-garagem-98m2-venda-RS530000-id-2582646175/
Apartamento para venda tem 150 metros quadrados com 4 quartos em Miramar - João Pessoa - PB;Rua Antônio Rabelo Júnior, 607;[];[4];[5];[3];1000000;1080;https://www.vivareal.com.br/imovel/apartamento-4-quartos-miramar-bairros-joao-pessoa-com-garagem-150m2-venda-RS1000000-id-2583206851/
Apartamento com 2 qtos térreo no Cuiá reformado por 109.797,00. edf residencial Bouganville;Rua Cícero Soares da Silva, 100;['50'];[2];[1];[1];104797;191;https://www.vivareal.com.br/imovel/apartamento-2-quartos-cuia-bairros-joao-pessoa-com-garagem-45m2-venda-RS104797-id-2553256218/
Lindo Apto 127m² - Aeroclube - 3 qtos sendo 3 suítes -Andar alto -Vista para o mar - Ventilado.;Rua Aviador Roberto Marques;['157'];[3];[4];[2];667000;845;https://www.vivareal.com.br/imovel/apartamento-3-quartos-aeroclube-bairros-joao-pessoa-com-garagem-127m2-venda-RS667000-id-2584243417/
Apartamento à venda, 3 quartos, 3 suítes, 3 vagas, Manaíra - João Pessoa/PB;Avenida Sapé;['150'];[3];[3];[3];1300000;900;https://www.vivareal.com.br/imovel/apartamento-3-quartos-manaira-bairros-joao-pessoa-com-garagem-150m2-venda-RS1300000-id-2571123309/
JOãO PESSOA - Apartamento Padrão - Altiplano Cabo Branco;-;['216'];[4];[4];[4];1790000;-;https://www.vivareal.com.br/imovel/apartamento-4-quartos-altiplano-cabo-branco-bairros-joao-pessoa-com-garagem-216m2-venda-RS1790000-id-2584328873/
Apartamento com 3 dormitórios à venda, 121 m² por R$ 1.100.000,00 - Bairro dos Estados - João Pessoa;Avenida Espírito Santo, 940;['121'];[3];[1];[2];1100000;0;https://www.vivareal.com.br/imovel/apartamento-3-quartos-estados-bairros-joao-pessoa-com-garagem-121m2-venda-RS1100000-id-2583431867/
Aptº para aluguel, 245m2, 04 suítes + DCE - Próximo à praia de Manaíra - João Pessoa/PB;Rua Santos Coelho Neto;[];[5];[1];[3];1600000;-;https://www.vivareal.com.br/imovel/apartamento-5-quartos-manaira-bairros-joao-pessoa-com-garagem-245m2-venda-RS1600000-id-2568120021/
Apartamento para aluguel com 157 metros quadrados com 3 quartos;Rua Deputado Geraldo Mariz;[];[3];[5];[2];3500;-;https://www.vivareal.com.br/imovel/apartamento-3-quartos-tambauzinho-bairros-joao-pessoa-com-garagem-157m2-venda-RS450000-id-2564955040/
Lançamento no Jardim Oceania de 2 a 4 suítes;Rua Themístocles da Costa Brito, 760;[];[2];[3];[1];454000;0;https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-oceania-bairros-joao-pessoa-com-garagem-62m2-venda-RS454000-id-2569843485/
Apartamento com 2 dormitórios à venda, 61 m² por R$ 319.900,00 - Tambauzinho - João Pessoa/PB;Rua Deputado José Mariz, 1098;['62'];[2];[1];[1];319900;0;https://www.vivareal.com.br/imovel/apartamento-2-quartos-tambauzinho-bairros-joao-pessoa-com-garagem-62m2-venda-RS319900-id-2531998378/
Perto da PRAIA, ao lado do Parque Parahyba- Apartamentos de 2 ou 3 quartos (sendo 1 ou 2 suítes);-;['61'];[2];[2];[1];445687;0;https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-oceania-bairros-joao-pessoa-com-garagem-61m2-venda-RS445687-id-2539704913/
Apartamento novo 02 quartos no Bessa;-;[];[2];[2];[1];189000;0;https://www.vivareal.com.br/imovel/apartamento-2-quartos-bessa-bairros-joao-pessoa-com-garagem-62m2-venda-RS189000-id-2493902384/
More no melhor do Bairro dos Estados: Lindo ap c/ 97m, 3 qts s/ 2 stes, área de lazer e muito mais!;Avenida Espírito Santo, 1;['97'];[3];[3];[2];530000;635;https://www.vivareal.com.br/imovel/apartamento-3-quartos-estados-bairros-joao-pessoa-com-garagem-97m2-venda-RS530000-id-2583995051/
Apartamento em Manaíra com 2 dormitórios sendo 1 suíte à venda, 60m²;Rua Juvenal Mário da Silva, 650;['60'];[2];[2];[1];390000;361;https://www.vivareal.com.br/imovel/apartamento-2-quartos-manaira-bairros-joao-pessoa-com-garagem-60m2-venda-RS390000-id-2574953937/
JOãO PESSOA - Apartamento Padrão - Altiplano Cabo Branco;-;['128'];[3];[4];[2];900000;-;https://www.vivareal.com.br/imovel/apartamento-3-quartos-altiplano-cabo-branco-bairros-joao-pessoa-com-garagem-128m2-venda-RS900000-id-2584324220/
Apartamento dois quartos a beira mar do Cabo Branco;Avenida Cabo Branco;['44'];[2];[2];[1];464000;0;https://www.vivareal.com.br/imovel/apartamento-2-quartos-cabo-branco-bairros-joao-pessoa-com-garagem-44m2-venda-RS464000-id-2583867472/
Bessa - Aeroclube, 2 quartos 1 suite, nascente;-;['55'];[2];[2];[0];360000;-;https://www.vivareal.com.br/imovel/apartamento-2-quartos-aeroclube-bairros-joao-pessoa-55m2-venda-RS360000-id-2581900573/
Apartamentos em Miramar com 04 quartos, 131 m², prédio com área de lazer completa, próximo a praia.;Rua Marieta Steimbach Silva, 320;[];[4];[2];[3];882000;716;https://www.vivareal.com.br/imovel/apartamento-4-quartos-miramar-bairros-joao-pessoa-com-garagem-131m2-venda-RS882000-id-2584517389/
MELHOR APARTAMENTO DE TAMBAUZINHO!!COM VARANDA GOURMET E 2 VAGAS DE GARAGEM!;Rua Saffa Said Abel da Cunha;['56'];[2];[2];[1];286000;0;https://www.vivareal.com.br/imovel/apartamento-2-quartos-tambauzinho-bairros-joao-pessoa-com-garagem-56m2-venda-RS286000-id-2541622467/
Apartamento para Venda em João Pessoa, Manaíra, 4 dormitórios, 2 suítes, 5 banheiros, 3 vagas;-;['175'];[4];[5];[3];640000;-;https://www.vivareal.com.br/imovel/apartamento-4-quartos-manaira-bairros-joao-pessoa-com-garagem-175m2-venda-RS640000-id-2569081531/
Apartamento para Venda em João Pessoa, Bessa, 2 dormitórios, 1 suíte, 2 banheiros, 1 vaga;-;['60'];[2];[2];[1];372637;250;https://www.vivareal.com.br/imovel/apartamento-2-quartos-bessa-bairros-joao-pessoa-com-garagem-60m2-venda-RS372637-id-2576103604/
Apartamento em Manaíra;-;['120'];[3];[2];[1];265000;380;https://www.vivareal.com.br/imovel/apartamento-3-quartos-manaira-bairros-joao-pessoa-com-garagem-120m2-venda-RS265000-id-2581859063/
Apartamento Com 150m² Semimobiliado Na Av. Gov. Argemiro de Figueiredo;-;[];[3];[3];[2];630000;900;https://www.vivareal.com.br/imovel/apartamento-3-quartos-jardim-oceania-bairros-joao-pessoa-com-garagem-150m2-venda-RS630000-id-2572252999/
Apartamento à venda, 3 quartos, 1 suíte, 1 vaga, Manaíra - João Pessoa/PB;Rua Francisco Brandão;['71'];[3];[2];[1];190000;220;https://www.vivareal.com.br/imovel/apartamento-3-quartos-manaira-bairros-joao-pessoa-com-garagem-71m2-venda-RS190000-id-2576323089/
Apartamentos de 02 quartos com varanda, ou térreo com quintal, no Bessa/Aeroclube.;Rua Marcelo Lins de Mendonça, 175;[];[2];[1];[1];229999;180;https://www.vivareal.com.br/imovel/apartamento-2-quartos-aeroclube-bairros-joao-pessoa-com-garagem-51m2-venda-RS229999-id-2584275235/
Apartamento para venda com 168 metros quadrados com 4 quartos em Cabo Branco - João Pessoa - PB;Avenida Cabo Branco, 3320;['200'];[4];[4];[3];890000;1087;https://www.vivareal.com.br/imovel/apartamento-4-quartos-cabo-branco-bairros-joao-pessoa-com-garagem-168m2-venda-RS890000-id-2577596423/
Apartamento para Venda em João Pessoa, Jardim Cidade Universitária, 2 dormitórios, 1 suíte, 2 banhei;Rua Inácio Ramos de Andrade, ;['55'];[2];[2];[1];255000;110;https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-cidade-universitaria-bairros-joao-pessoa-com-garagem-55m2-venda-RS255000-id-2582208048/
Cobertura com móveis planejados na melhor localização do bairro de Miramar!;Rua Antônio Rabelo Júnior;[];[5];[7];[4];849000;-;https://www.vivareal.com.br/imovel/cobertura-5-quartos-miramar-bairros-joao-pessoa-com-garagem-390m2-venda-RS849000-id-2525363730/
PENT HAUS, APARTAMENTO NO BESSA, CONSTRUTORA GALVÃO AMORIM, JOÃO PESSOA/PB;Rua Themístocles da Costa Brito, ;['63'];[2];[2];[1];507000;480;https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-oceania-bairros-joao-pessoa-com-garagem-63m2-venda-RS507000-id-2570300499/
Cobertura duplex para venda em Manaira com 516m²;Avenida Umbuzeiro;[];[4];[7];[5];2200000;0;https://www.vivareal.com.br/imovel/cobertura-4-quartos-manaira-bairros-joao-pessoa-com-garagem-516m2-venda-RS2200000-id-2555145003/
Apartamento para venda tem 59 metros quadrados com 2 quartos em Bessa - João Pessoa - PB;Rua Doutor Damasquins Ramos Maciel;['59'];[2];[2];[1];350000;0;https://www.vivareal.com.br/imovel/apartamento-2-quartos-bessa-bairros-joao-pessoa-com-garagem-59m2-venda-RS350000-id-2582450138/
RESERVE GARDEN- BANCÁRIOS /JOÃO PESSOA-PB;Rua Bancária Neuza Meira, 1;[];[2];[2];[1];182900;0;https://www.vivareal.com.br/imovel/apartamento-2-quartos-bancarios-bairros-joao-pessoa-com-garagem-53m2-venda-RS182900-id-2570022657/
Apartamentos para venda com 1, 2 ou 3 quartos em Bessa - João Pessoa - PB, com área externa e privat;-;[];[2];[1];[1];249900;0;https://www.vivareal.com.br/imovel/apartamento-2-quartos-bessa-bairros-joao-pessoa-com-garagem-60m2-venda-RS249900-id-2582293210/
Apartamento com 2 quartos no Bancários - João Pessoa - PB (Documentação Inclusa)*;Rua Bancária Neuza Meira;['53'];[2];[2];[1];182000;0;https://www.vivareal.com.br/imovel/apartamento-2-quartos-bancarios-bairros-joao-pessoa-com-garagem-53m2-venda-RS182000-id-2577448108/
Apartamento no bessa;Rua José Patrício de Almeida, 142;[];[2];[2];[2];450000;390;https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-oceania-bairros-joao-pessoa-com-garagem-65m2-venda-RS450000-id-2579016996/
Apartamento com 3 dormitórios à venda, 110 m² por R$ 750.000,00 - Jardim Oceania - João Pessoa/PB;-;['110'];[3];[4];[2];750000;0;https://www.vivareal.com.br/imovel/apartamento-3-quartos-jardim-oceania-bairros-joao-pessoa-com-garagem-110m2-venda-RS750000-id-2567822870/
Apartamento para venda com 58 metros quadrados com 2 quartos em Ipês - João Pessoa - PB;Rua Eduardo Lemos;['58'];[2];[1];[1];180000;160;https://www.vivareal.com.br/imovel/apartamento-2-quartos-ipes-bairros-joao-pessoa-com-garagem-58m2-venda-RS180000-id-2584358933/
Apartamento com 3 quartos em Manaíra - 128m² na Av. Edson Ramalho;Avenida General Edson Ramalho, 1321;['128'];[3];[2];[2];390000;820;https://www.vivareal.com.br/imovel/apartamento-3-quartos-manaira-bairros-joao-pessoa-com-garagem-128m2-venda-RS390000-id-2570193703/
Apartamento para venda com 43 metros no Geisel;Rua Valdemar Naziazeno, 0;[];[1];[1];[1];120000;0;https://www.vivareal.com.br/imovel/apartamento-1-quartos-ernesto-geisel-bairros-joao-pessoa-com-garagem-43m2-venda-RS120000-id-2582107912/
Apartamento para Venda em João Pessoa, Bessa, 1 dormitório, 1 banheiro, 1 vaga;-;['18'];[1];[1];[1];173000;-;https://www.vivareal.com.br/imovel/apartamento-1-quartos-bessa-bairros-joao-pessoa-com-garagem-18m2-venda-RS173000-id-2569081314/
Apartamento com 3 dormitórios à venda, 85 m² por R$ 540.000 - Bairro dos Estados - João Pessoa/PB;Avenida Bahia, 900;['85'];[3];[2];[1];540000;0;https://www.vivareal.com.br/imovel/apartamento-3-quartos-estados-bairros-joao-pessoa-com-garagem-85m2-venda-RS540000-id-2562769415/
Apartamento com 4 dormitórios à venda, 158 m² por R$ 769.000,00 - Manaíra - João Pessoa/PB;Rua São Gonçalo, 416;['235'];[4];[4];[3];769000;1100;https://www.vivareal.com.br/imovel/apartamento-4-quartos-manaira-bairros-joao-pessoa-com-garagem-158m2-venda-RS769000-id-2567822523/
Apartamento para venda tem 70 metros quadrados com 3 quartos em Mandacaru - João Pessoa - Paraíba;Avenida Caramuru, 276;[];[3];[1];[1];150000;-;https://www.vivareal.com.br/imovel/apartamento-3-quartos-mandacaru-bairros-joao-pessoa-com-garagem-70m2-venda-RS150000-id-2563572388/
Apartamento com 2 dormitórios e Varanda à venda, 64 m² por R$ 239.000 - Manaíra - João Pessoa/PB;Rua Ministro Marcos Freire, 43;['64'];[2];[2];[1];239000;0;https://www.vivareal.com.br/imovel/apartamento-2-quartos-manaira-bairros-joao-pessoa-com-garagem-64m2-venda-RS239000-id-2562770467/
Apartamento para venda tem 122 metros quadrados com 3 quartos;Rua Nurisman de Andrade Carneiro;['122'];[3];[1];[1];389000;-;https://www.vivareal.com.br/imovel/apartamento-3-quartos-jardim-cidade-universitaria-bairros-joao-pessoa-com-garagem-122m2-venda-RS389000-id-2573037896/
VENDO APARTAMENTO AMPLO C/ 04 SUÍTES NA PRIMEIRA AVENIDA DA PRAIA NO BAIRRO DO BESSA;Avenida Governador Argemiro de Figueiredo, 213;['300'];[4];[5];[2];1300000;1800;https://www.vivareal.com.br/imovel/apartamento-4-quartos-jardim-oceania-bairros-joao-pessoa-com-garagem-300m2-venda-RS1300000-id-2582879816/
Apartamento para Venda em João Pessoa, Estados, 3 dormitórios, 1 suíte, 2 banheiros, 2 vagas;Avenida Sergipe, ;['84'];[3];[2];[2];480000;-;https://www.vivareal.com.br/imovel/apartamento-3-quartos-estados-bairros-joao-pessoa-com-garagem-84m2-venda-RS480000-id-2582823401/
Apartamento para venda possui 69 metros quadrados com 3 quartos em Jardim Oceania - João Pessoa - PB;Rua Othília Barros de Medeiros;['81'];[3];[2];[1];351000;0;https://www.vivareal.com.br/imovel/apartamento-3-quartos-bessa-bairros-joao-pessoa-com-garagem-69m2-venda-RS351000-id-2574455874/
Apartamento no Altiphano;Rua Professora Nair Paiva dos Santos, 00;[];[2];[2];[1];239900;-;https://www.vivareal.com.br/imovel/apartamento-2-quartos-altiplano-cabo-branco-bairros-joao-pessoa-com-garagem-55m2-venda-RS239900-id-2578169900/
Apartamento 03Q, Amplo, Iluminado e Arejado em Manaíra;-;[];[3];[2];[1];300000;0;https://www.vivareal.com.br/imovel/apartamento-3-quartos-manaira-bairros-joao-pessoa-com-garagem-93m2-venda-RS300000-id-2569715083/
